title,movieId,tag,genres,year,combined
Sisters (1973),26303,criterion macabre psychological tense police_investigation murder obsession murder_mystery voyeurism hitchcock oscar_(best_editing) sisters hallucinatory suspenseful creepy,horror thriller,1973,criterion macabre psychological tense police_investigation murder obsession murder_mystery voyeurism hitchcock oscar_(best_editing) sisters hallucinatory suspenseful creepy horror thriller
Scarecrow (1973),26302,golden_palm road_movie character_study friendship road_trip,drama,1973,golden_palm road_movie character_study friendship road_trip drama
Save the Tiger (1973),26301,character_study midlife_crisis,drama,1973,character_study midlife_crisis drama
Phase IV (1974),26299,weird enigmatic cult_classic cult_film scifi,horror sci_fi thriller,1974,weird enigmatic cult_classic cult_film scifi horror sci_fi thriller
My Name Is Nobody (Il Mio nome è Nessuno) (1973),26294,ennio_morricone gunfight spaghetti_western fun_movie western humorous classic,comedy western,1973,ennio_morricone gunfight spaghetti_western fun_movie western humorous classic comedy western
Emperor of the North (Emperor of the North Pole) (1973),26289,violent suspense brutality trains violence train amazing_photography,action drama thriller,1973,violent suspense brutality trains violence train amazing_photography action drama thriller
Dracula (1973),26288,francis_ford_copolla vampires visually_appealing vampire forceful,horror,1973,francis_ford_copolla vampires visually_appealing vampire forceful horror
Dark Star (1974),26285,weird alien space_travel cult_classic space aliens astronauts science_fiction cult_film scifi sci_fi space_opera low_budget,comedy sci_fi thriller,1974,weird alien space_travel cult_classic space aliens astronauts science_fiction cult_film scifi sci_fi space_opera low_budget comedy sci_fi thriller
Charley Varrick (1973),26283,mafia robbery chase greed small_town gritty mob violent tense suspense organized_crime bank_robbery heist crime_gone_awry gunfight crime,crime drama thriller,1973,mafia robbery chase greed small_town gritty mob violent tense suspense organized_crime bank_robbery heist crime_gone_awry gunfight crime crime drama thriller
"Mad Adventures of Rabbi Jacob, the (Les Aventures de Rabbi Jacob) (1973)",26282,paris france jews french,comedy,1973,paris france jews french comedy
Traffic (Trafic) (1971),26280,criterion french road_movie,comedy,1971,criterion french road_movie comedy
Lady Sings the Blues (1972),26271,good_acting factual mentor great_acting jazz biopic biographical oscar_(best_actress) drug_addiction biography dramatic life,drama musical,1972,good_acting factual mentor great_acting jazz biopic biographical oscar_(best_actress) drug_addiction biography dramatic life drama musical
Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma) (1972),26270,criterion assassin sword_fight ninja violent bloody stylish fight_scenes martial_arts samurai blood vengeance japan violence father_son_relationship,action adventure,1972,criterion assassin sword_fight ninja violent bloody stylish fight_scenes martial_arts samurai blood vengeance japan violence father_son_relationship action adventure
Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru) (1972),26269,assassin sword_fight amazing_cinematography revenge good_soundtrack violent visceral sword_fighting bloody stylish samurai vengeance blood criterion violence gory japan,action crime,1972,assassin sword_fight amazing_cinematography revenge good_soundtrack violent visceral sword_fighting bloody stylish samurai vengeance blood criterion violence gory japan action crime
The Tall Blond Man with One Black Shoe (1972),26268,secret_service spying france espionage secrets spies french,comedy mystery,1972,secret_service spying france espionage secrets spies french comedy mystery
Dr. Phibes Rises Again (1972),26265,good_sequel immortality sequel egypt sequels,adventure comedy horror romance,1972,good_sequel immortality sequel egypt sequels adventure comedy horror romance
"Emigrants, The (Utvandrarna) (1971)",26259,swedish foreign poverty golden_palm criterion,drama,1971,swedish foreign poverty golden_palm criterion drama
"Topo, El (1970)",26258,weird strange surreal existentialism allegory desert enigmatic gunfight art_house cult_classic bizarre cult_film surrealism insanity western,fantasy western,1970,weird strange surreal existentialism allegory desert enigmatic gunfight art_house cult_classic bizarre cult_film surrealism insanity western fantasy western
Sweet Sweetback's Baadasssss Song (1971),26257,weird los_angeles blaxploitation cult_classic violent brutality independent_film violence sex pornography,crime drama thriller,1971,weird los_angeles blaxploitation cult_classic violent brutality independent_film violence sex pornography crime drama thriller
Support Your Local Gunfighter (1971),26256,gunfight western,comedy romance western,1971,gunfight western comedy romance western
"New Leaf, A (1971)",26252,greed lawyer screwball comedy criterion,comedy romance,1971,greed lawyer screwball comedy criterion comedy romance
They Call Me Trinity (1971),26249,gunfight spaghetti_western western,comedy western,1971,gunfight spaghetti_western western comedy western
Let's Scare Jessica to Death (1971),26248,claustrophobic horror psychological visceral eerie insanity mental_hospital ominous creepy paranoia,horror mystery,1971,claustrophobic horror psychological visceral eerie insanity mental_hospital ominous creepy paranoia horror mystery
Johnny Got His Gun (1971),26246,hospital war anti_war war_movie world_war_i,drama war,1971,hospital war anti_war war_movie world_war_i drama war
"Go-Between, The (1970)",26245,golden_palm secrets,drama romance,1970,golden_palm secrets drama romance
Duel (1971),26242,intense chase desert california suspense tense cars road_movie spielberg suspenseful original,action mystery thriller,1971,intense chase desert california suspense tense cars road_movie spielberg suspenseful original action mystery thriller
The Devils (1971),26241,sexual weird surreal insanity controversial cult_classic art_house disturbing censorship male_nudity surrealism criterion catholicism pornography devil,drama,1971,sexual weird surreal insanity controversial cult_classic art_house disturbing censorship male_nudity surrealism criterion catholicism pornography devil drama
"Beguiled, The (1971)",26240,sexual women psychology moral_ambiguity drama suspense civil_war sexualized_violence original,drama thriller war,1971,sexual women psychology moral_ambiguity drama suspense civil_war sexualized_violence original drama thriller war
Zabriskie Point (1970),26237,desert criterion,drama romance,1970,desert criterion drama romance
"White Sun of the Desert, The (Beloe solntse pustyni) (1970)",26236,desert russia civil_war russian western classic,action adventure comedy drama romance war,1970,desert russia civil_war russian western classic action adventure comedy drama romance war
Performance (1970),26231,sexual weird bdsm gangster enigmatic criterion stylized hallucinatory,crime drama thriller,1970,sexual weird bdsm gangster enigmatic criterion stylized hallucinatory crime drama thriller
On a Clear Day You Can See Forever (1970),26230,broadway musical,comedy musical romance,1970,broadway musical comedy musical romance
"Swedish Love Story, A (Kärlekshistoria, En) (1970)",26228,weird adolescence love_story melancholic relationships criterion love,drama romance,1970,weird adolescence love_story melancholic relationships criterion love drama romance
"Hi, Mom! (1970)",26226,voyeurism pornography independent_film,comedy,1970,voyeurism pornography independent_film comedy
"Claire's Knee (Genou de Claire, Le) (1970)",26225,melancholic obsession criterion,comedy romance,1970,melancholic obsession criterion comedy romance
Dodes'ka-den (Clickety-Clack) (1970),26222,criterion bleak japan tokyo kurosawa,drama fantasy,1970,criterion bleak japan tokyo kurosawa drama fantasy
Brewster McCloud (1970),26219,weird surreal allegory enigmatic obsession criterion birds,comedy,1970,weird surreal allegory enigmatic obsession criterion birds comedy
My Night At Maud's (Ma Nuit Chez Maud) (1969),26208,dialogue_driven enigmatic intellectual criterion talky,comedy drama romance,1969,dialogue_driven enigmatic intellectual criterion talky comedy drama romance
Death Rides a Horse (Da uomo a uomo) (1967),26204,plot ennio_morricone spaghetti_western visceral violence revenge horses murder storytelling imdb_top_250 weird macabre good_soundtrack violent brutal gunfight social_commentary intense dark plot_twist stylish tense brutality vengeance original cinematography,action western,1967,plot ennio_morricone spaghetti_western visceral violence revenge horses murder storytelling imdb_top_250 weird macabre good_soundtrack violent brutal gunfight social_commentary intense dark plot_twist stylish tense brutality vengeance original cinematography action western
Colossus: The Forbin Project (1970),26203,cerebral surveillance paranoid cult_classic space_travel tense suspense science_fiction sci_fi scifi futuristic cold_war technology forceful weapons,sci_fi thriller,1970,cerebral surveillance paranoid cult_classic space_travel tense suspense science_fiction sci_fi scifi futuristic cold_war technology forceful weapons sci_fi thriller
"Yours, Mine and Ours (1968)",26198,parenthood family kids children kids_and_family,children comedy,1968,parenthood family kids children kids_and_family children comedy
Sympathy for the Devil (1968),26195,lyrical weird cynical narrated independent_film talky political satire intimate revolution criterion fascism pornography original devil,documentary musical,1968,lyrical weird cynical narrated independent_film talky political satire intimate revolution criterion fascism pornography original devil documentary musical
"I Love You, Alice B. Toklas! (1968)",26189,1960s marijuana affectionate,comedy,1968,1960s marijuana affectionate comedy
"Heart Is a Lonely Hunter, The (1968)",26188,disability based_on_a_book loneliness based_on_book touching segregation oscar_(best_directing),drama,1968,disability based_on_a_book loneliness based_on_book touching segregation oscar_(best_directing) drama
